Rank, Player, PlayerID, Peak Ghost Rating
1, "MadMarx"-"0", 5210, 1037.22909143173
2, "TheMasterGamer"-"0", 6454, 767.034381678411
3, "MarekP"-"0", 2560, 679.792615981575
4, "Babak"-"0", 11051, 674.288385067093
5, "TheWizard"-"0", 10873, 649.770387874289
6, "President Eden"-"0", 25958, 639.095408527197
7, "BESM"-"0", 6789, 609.197838166936
8, "Rait"-"0", 950, 591.229430757504
9, "Dejan0707"-"0", 24139, 588.777058365751
10, "Silver Wolf"-"0", 7150, 586.197870979097
11, "Crazyter"-"0", 15679, 573.03844195915
12, "djbent"-"0", 11891, 568.268393270209
13, "anlari"-"0", 964, 539.915591138473
14, "dave bishop"-"0", 18322, 538.122304795301
15, "BigZombieDude"-"0", 15832, 522.256525900157
16, "cgwhite32"-"0", 3927, 522.051551774727
17, "Ivo_ivanov"-"0", 5945, 521.670466435938
18, "rhino86"-"0", 16965, 512.62404026907
19, "alamothe"-"0", 2735, 507.817058867348
20, "flashman"-"0", 3474, 494.810907850552
21, "Braveheart"-"0", 4010, 491.794194709877
22, "rdrivera2005"-"0", 16691, 489.208735076092
23, "sweetwatersam"-"0", 19396, 475.31604143625
24, "martinck1"-"0", 19489, 469.748313396694
25, "fetteper"-"0", 19520, 457.726381862256
26, "Jacob"-"0", 9013, 452.721027486745
27, "Darwyn"-"0", 3410, 451.624270475061
28, "Sargmacher"-"1", 32304, 448.572646359463
29, "Bearnstien"-"1", 17706, 441.604712728314
30, "Akroma"-"0", 8566, 438.414564137957
31, "peterwiggin"-"0", 2547, 438.182834531825
32, "Vaftrudner"-"0", 17380, 437.957013195731
33, "Agent K"-"1", 22472, 437.847780277633
34, "BoG75"-"0", 3514, 436.641560179109
35, "ag7433"-"0", 10347, 430.501938908794
36, "Thucydides"-"0", 4102, 430.071194915209
37, "bartdogg42"-"0", 11454, 429.821009631166
38, "el_maestro"-"0", 5046, 421.94315975464
39, "Polar Bear"-"0", 4761, 420.62887241153
40, "gantz"-"0", 21124, 417.978579220244
41, "uclabb"-"0", 5775, 417.416605485609
42, "Ebay"-"0", 25953, 417.11420167921
43, "sswang"-"0", 7490, 415.997284576858
44, "Julien"-"0", 6532, 413.489323233768
45, "raapers"-"0", 21258, 412.766492765837
46, "Laoban"-"0", 10545, 411.069824308756
47, "Serioussham"-"0", 16966, 408.363078607272
48, "Centurian"-"0", 6265, 407.49583113964
49, "Malleus"-"0", 12565, 405.260436036495
50, "Perry6006"-"0", 17783, 404.790515744687
51, "sean"-"0", 4029, 404.67008111288
52, "DipperDon"-"0", 9735, 403.287312405417
53, "Lando Calrissian"-"0", 19131, 401.802408769655
54, "Noirin"-"0", 1824, 400.542344670924
55, "FloatingLakes"-"0", 13890, 398.37617063076
56, "VanHaylen"-"1", 28892, 387.131425810058
57, "Treefarn"-"0", 5265, 387.085576907292
58, "IKE"-"0", 12466, 385.852711653324
59, "Indybroughton"-"0", 25946, 382.73491606781
60, "The Czech"-"0", 17724, 380.286280533602
61, "V+"-"0", 10008, 379.107771881697
62, "Stripy"-"0", 12063, 378.26914829307
63, "Tom Bombadil"-"0", 25560, 376.307946475351
64, "rosem1"-"0", 29107, 374.672820399708
65, "Amon Savag"-"0", 25189, 374.273418975349
66, "Plastic Hussar"-"0", 16234, 371.603733139461
67, "LanGaidin"-"0", 12510, 369.866448834013
68, "Vampiero"-"0", 2061, 369.552956705353
69, "The Hanged Man"-"0", 16970, 369.306355363295
70, "Troodonte"-"0", 12416, 369.175020951259
71, "TheGhostmaker"-"0", 2188, 367.73036544882
72, "Tusky McMammoth"-"0", 21438, 366.026525146849
73, "xgongiveit2ya55"-"0", 5385, 366.009359021672
74, "Octavious"-"0", 23277, 363.897624453618
75, "laurence208y"-"0", 5965, 360.867313478654
76, "Barn3tt"-"0", 20728, 356.732991086483
77, "stratagos"-"0", 8290, 355.529437517246
78, "jmo1121109"-"0", 15658, 354.547870377349
79, "drano019"-"0", 18232, 353.204965070511
80, "Uhtred"-"0", 3922, 352.543683511574
81, "justinnhoo"-"0", 23444, 350.919186445446
82, "kostas71"-"0", 11917, 350.567598717091
83, "Dizzy"-"1", 34274, 349.094531017664
84, "MajorTom"-"0", 4607, 347.197353680811
85, "Azogar"-"1", 3149, 346.718479997247
86, "superchunk"-"0", 10246, 345.500241662378
87, "gryncat"-"0", 4087, 344.123435653442
88, "virka"-"0", 5894, 342.48724175822
89, "DingleberryJones"-"0", 8019, 340.521344818937
90, "dangermouse"-"0", 222, 338.95697122143
91, "Frank"-"0", 21802, 337.66583841677
92, "Argento"-"0", 5024, 337.540554921172
93, "admiralnelliott"-"0", 1332, 336.789740973766
94, "damian"-"0", 8938, 336.788465608898
95, "Dunecat"-"0", 11650, 336.772583932073
96, "abab"-"0", 3044, 335.806656147583
97, "wooooo"-"0", 10598, 334.95350922859
98, "`ZaZaMaRaNDaBo`"-"0", 16392, 334.324024045687
99, "Kusiag"-"0", 13159, 334.32310495779
100, "mwalton"-"0", 11329, 333.96521946057
101, "Attavior"-"0", 15485, 331.257161002909
102, "Stmeha"-"0", 15711, 330.003818226989
103, "Gannon12"-"0", 1021, 329.533978040243
104, "mdruskin"-"0", 5221, 328.524702835098
105, "Sven"-"0", 16385, 326.481674011788
106, "Puma"-"0", 18119, 326.438129682833
107, "rhydon"-"0", 17621, 326.301083460804
108, "Merano"-"0", 784, 322.952376699711
109, "Bugger"-"0", 5349, 322.131506550312
110, "Tru Ninja"-"0", 10675, 320.919630182534
111, "Draugnar"-"1", 10847, 320.858415895887
112, "Kamen"-"0", 18408, 318.558438523467
113, "Otto Von Bismark"-"0", 1904, 318.086603142592
114, "cyrius"-"0", 13255, 317.052634049019
115, "Noodlebug"-"0", 877, 316.516819555415
116, "Alderian"-"0", 13677, 315.724182119559
117, "WRB"-"0", 12761, 314.966513250063
118, "ottovanbis"-"1", 14920, 314.953607585051
119, "Cachimbo"-"0", 33330, 314.923710669205
120, "MichiganMan"-"0", 28108, 314.632809049195
121, "Stevelers"-"0", 4966, 314.496890420684
122, "Gobba"-"0", 21431, 313.427655245726
123, "48v4stepansk"-"0", 12935, 313.308116601091
124, "Feanor"-"0", 6718, 312.319662519822
125, "JustinLouchheim"-"0", 3710, 312.234969368206
126, "Bob"-"0", 18533, 311.640262341802
127, "MJT123"-"0", 7025, 311.2640009048
128, "destp"-"0", 6259, 309.313511397339
129, "Asian Knight"-"0", 7497, 308.805570127741
130, "MKECharlie"-"0", 23113, 308.571168256799
131, "KingRishard"-"0", 27787, 308.436858642086
132, "maverob"-"1", 12817, 308.27583787616
133, "grncton"-"0", 14641, 307.933297111689
134, "fortknox"-"0", 5615, 307.760475924814
135, "santosh"-"0", 30286, 307.252571451004
136, "FreedomFighter101"-"0", 28307, 307.09595085287
137, "Patyrsun"-"1", 20789, 306.753332885706
138, "TheDevil"-"0", 348, 305.889822708528
139, "Napoleon of Oz"-"0", 19296, 305.802374630853
140, "DK7"-"1", 24219, 305.494570375042
