Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "MadMarx"-"0", 5210, 696.328110479938, 133, 1037.22909143173, 0, 0, 0, 2018-03-30
2, "VillageIdiot"-"0", 44663, 674.16803975265, 60, 674.16803975265, 0, 0, 0, 2018-05-04
3, "Dejan0707"-"0", 24139, 647.653396949816, 35, 651.752103650175, 1, 0, 0, 2018-04-20
4, "Octavious"-"0", 23277, 646.070970914648, 112, 652.513306777233, -1, 1, -6.4423358625852, 2018-08-02
5, "SplitDiplomat"-"0", 36887, 525.192311685493, 1070, 627.042604982758, 0, 0, 0, 2018-07-12
6, "Nikola Maric Eto"-"0", 49036, 505.620565117993, 336, 554.826323075181, 0, 0, 0, 2018-07-29
7, "naked"-"0", 68573, 499.067138494096, 122, 514.569376819359, 0, 3, 6.41678105403082, 2018-08-19
8, "chluke"-"0", 49505, 461.89286876275, 99, 523.972958079804, 0, 4, -27.3641382913715, 2018-08-23
9, "Yonni"-"0", 33239, 434.360799342443, 99, 474.606060284085, 0, 2, -8.65180961654414, 2018-08-17
10, "genghiz"-"0", 64274, 431.754520705299, 205, 440.285097666623, 0, 1, -6.25731189427967, 2018-08-30
11, "MKECharlie"-"0", 23113, 431.470387115841, 36, 465.008332471105, 0, 0, 0, 2018-06-08
12, "CSteinhardt"-"0", 43811, 428.240835992362, 313, 523.925447686835, 0, 0, 0, 2018-04-27
13, "coachmc19"-"0", 69070, 411.290683401704, 57, 413.72043885774, 0, 0, 0, 2018-03-27
14, "xorxes"-"0", 42435, 382.362531665623, 165, 443.10438832593, 0, 0, 0, 2018-07-18
15, "President Eden"-"0", 25958, 367.591523109182, 408, 639.095408527197, 0, 0, 0, 2018-03-23
16, "Tugster"-"0", 86502, 366.491858599412, 283, 372.087212397778, 14, 7, 64.0640500515842, 2018-08-27
17, "josemurc"-"0", 17667, 353.608253883888, 348, 392.574258820497, 2, 2, 7.87579240555453, 2018-08-22
18, "StackelbergFollower"-"0", 45751, 349.827253506876, 148, 359.387960154695, -1, 4, 1.59205693718644, 2018-08-29
19, "V+"-"0", 10008, 346.405665603318, 138, 379.107771881697, -1, 0, 0, 2018-04-01
20, "Tom Bombadil"-"0", 25560, 342.63607329241, 102, 383.547222091135, -4, 2, -8.5781592626754, 2018-08-08
21, "peterwiggin"-"0", 2547, 329.971658447573, 194, 736.812255822528, -1, 4, -7.40609174230684, 2018-08-30
22, "Kremmen"-"0", 70799, 326.609150540107, 97, 343.790398797777, 1, 0, 0, 2018-07-02
23, "Durga"-"0", 69557, 323.761294367538, 53, 355.307410212723, 1, 0, 0, 2018-04-26
24, "SirThursday"-"0", 59544, 319.329731637174, 42, 330.787563675075, 1, 0, 0, 2018-07-28
25, "!"-"0", 75336, 317.326028708775, 90, 326.590535743121, 1, 0, 0, 2018-05-26
26, "nmpolo"-"0", 59792, 315.13706446494, 49, 376.475623091413, -5, 1, -19.0992160281782, 2018-08-02
27, "Hapapop"-"0", 63771, 307.727212363073, 155, 385.335405828665, 1, 0, 0, 2018-06-18
28, "Themooch"-"0", 84984, 302.120138958039, 73, 332.100578687963, 1, 2, -5.24732478385476, 2018-08-31
29, "goldfinger0303"-"0", 28372, 300.618974534457, 134, 325.165657952146, 4, 2, 6.07107809592532, 2018-08-14
30, "eturnage"-"0", 63567, 297.53655314333, 32, 326.749970033087, 1, 2, -3.2184356003288, 2018-08-04
31, "Fortress Door"-"0", 42498, 296.612818279983, 426, 360.355641373408, 3, 1, 4.71478641140362, 2018-08-14
32, "NoFog"-"0", 38917, 292.499644621286, 138, 314.254772553739, 3, 1, 1.1534870759798, 2018-08-04
33, "ssorenn"-"0", 56503, 289.400185525022, 245, 493.59336789916, 3, 5, -0.352756068289295, 2018-08-20
34, "swordsman3003"-"0", 36106, 289.090467332597, 217, 326.533231532998, 4, 4, 1.88499383931003, 2018-08-19
35, "kostas71"-"0", 11917, 288.909679861234, 298, 350.567598717091, 2, 0, 0, 2018-07-09
36, "M.Literovich"-"0", 36586, 287.758698931307, 19, 287.758698931307, Re-Entry, Re-Entry, Re-Entry, 2018-08-25
37, "Maximus c23"-"0", 70114, 287.56056208586, 26, 303.632953913735, 11, 1, 11.5707861736391, 2018-08-18
38, "y2kjbk"-"0", 46594, 286.349411011519, 276, 327.597176386708, 5, 2, 5.05499317697269, 2018-08-29
39, "jengamaster"-"0", 63144, 285.219111078872, 94, 297.031808844906, 0, 0, 0, 2018-06-02
40, "rdrivera2005"-"0", 16691, 284.422967511858, 325, 489.208735076092, 1, 0, 0, 2018-07-29
41, "Ruisdael"-"0", 29626, 282.113072461056, 70, 282.113072461056, 1, 0, 0, 2018-04-29
42, "CptMike"-"0", 79656, 280.468116837808, 95, 280.468116837808, 15, 4, 18.3485259187711, 2018-08-29
43, "quarryman"-"0", 44661, 279.020160325929, 424, 308.547081427636, 1, 0, 0, 2018-05-30
44, "SkiingCougar"-"0", 74650, 278.446387105199, 103, 278.446387105199, 6, 1, 7.0067075676514, 2018-08-20
45, "Peregrine Falcon"-"0", 51170, 277.76442274696, 100, 277.91710883428, 0, 0, 0, 2018-04-20
46, "dgibson987"-"0", 63310, 276.430925513326, 252, 351.678977592783, 0, 0, 0, 2018-03-03
47, "Vecna"-"0", 72101, 276.116776416635, 115, 297.145851931283, 0, 0, 0, 2018-05-25
48, "Szpoti"-"0", 41746, 273.833371032244, 61, 360.153081915334, -8, 1, -11.2153647572507, 2018-08-13
49, "Kugs"-"0", 81684, 271.061560966736, 81, 326.701533898745, -17, 2, -24.9134406750167, 2018-08-18
50, "Beaumont"-"0", 56997, 269.613239471832, 80, 269.613239471832, 8, 1, 10.8878709489123, 2018-08-09
51, "Yoyoyozo"-"0", 65915, 269.390257502761, 239, 313.819290002838, -2, 1, -3.90420663047479, 2018-08-17
52, "ag7433"-"0", 10347, 268.809676998412, 135, 430.501938908794, 8, 5, 11.5039834136982, 2018-08-20
53, "Eques"-"0", 94772, 266.989013818868, 23, 278.876619142608, 0, 1, 0.781642993019318, 2018-08-25
54, "WarLegend"-"0", 37569, 266.703401947319, 91, 401.876731529784, -2, 1, -1.23305402480429, 2018-08-07
55, "QuackkAttackk"-"0", 82845, 265.324662167314, 56, 269.169947126261, -1, 0, 0, 2018-04-17
56, "Thaneofwhiterun"-"0", 79978, 262.563897371266, 46, 305.842967980651, 0, 0, 0, 2018-04-28
57, "Carpysmind"-"0", 8431, 262.198514891745, 99, 279.235956188455, Re-Entry, Re-Entry, Re-Entry, 2018-08-31
58, "DrCJG"-"0", 23090, 258.382453741428, 38, 315.471747772041, -7, 5, -12.5128512788002, 2018-08-30
59, "AviF"-"0", 42014, 256.627935052641, 22, 256.627935052641, 2, 0, 0, 2018-03-21
60, "Hoppsywins"-"0", 84966, 253.923774478034, 60, 317.367870774881, -1, 2, -3.59470441262187, 2018-08-19
61, "HangMan"-"0", 81816, 249.14460257119, 100, 269.704536066533, 2, 1, -5.1482457201125, 2018-08-31
62, "Thechosen41"-"0", 50193, 248.349450380751, 122, 276.009275514068, 0, 2, -7.25069808925107, 2018-08-29
63, "captainmeme"-"0", 41379, 244.861817006082, 79, 265.438817630716, 2, 0, 0, 2018-03-08
64, "Ayreon"-"0", 21834, 244.312679045169, 266, 330.397284704128, 2, 0, 0, 2018-04-03
65, "damian"-"0", 8938, 244.234482758997, 127, 336.788465608898, 2, 0, 0, 2018-04-20
66, "Omphalos"-"0", 78757, 244.172139107757, 110, 262.309450645742, -2, 7, -7.61363651500025, 2018-08-29
67, "Pompeii"-"0", 74972, 243.648857848916, 12, 250.815000726826, 1, 0, 0, 2018-03-08
68, "BananaFang"-"0", 19363, 241.435222999462, 28, 241.435222999462, 2, 0, 0, 2018-04-20
