Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "SplitDiplomat"-"0", 36887, 362.649981024368, 806, 400.873751567157, 0, 34, -38.2237705427893, 2013-05-31
2, "Barn3tt"-"0", 20728, 359.105182008647, 527, 376.552072444915, 0, 3, -3.8255428597073, 2013-05-30
3, "Fairfax"-"0", 46314, 249.604147962744, 175, 270.209443593962, 0, 11, -8.8795613975895, 2013-05-31
4, "cspieker"-"0", 41816, 247.553968288689, 174, 248.026453813371, 0, 0, 0, 2013-04-06
5, "CSteinhardt"-"0", 43811, 244.519715119837, 147, 267.231471034085, 0, 17, 3.12495043782357, 2013-05-26
6, "guak"-"0", 30256, 234.798378984111, 240, 238.912176156007, 1, 12, 13.4146783318147, 2013-05-30
7, "NoFog"-"0", 38917, 231.937085814136, 86, 231.937085814136, 3, 5, 16.6958574560732, 2013-05-30
8, "rokakoma"-"0", 25125, 228.498899411871, 155, 228.797689625737, 0, 1, 9.4925218132567, 2013-05-28
9, "Partysane"-"0", 41415, 215.085731226219, 399, 271.232053215511, 0, 45, -2.9184531914033, 2013-05-30
10, "Lando Calrissian"-"0", 19131, 205.330951202987, 1013, 212.992539726201, 4, 13, 8.72998360804289, 2013-05-31
11, "The Czech"-"0", 17724, 204.93298088173, 1330, 274.240716179333, 2, 13, 5.31992446147567, 2013-05-30
12, "curtis"-"0", 18233, 199.64570756279, 479, 226.97178769582, -1, 26, -4.95527901831161, 2013-05-31
13, "2ndWhiteLine"-"0", 37127, 198.170139213614, 208, 208.845679643122, -1, 12, -3.71347457388867, 2013-05-30
14, "Gen. Lee"-"0", 46077, 188.142236747237, 165, 188.872794491045, 2, 9, 3.88942581238584, 2013-05-26
15, "seth24c"-"0", 43472, 187.169860327213, 221, 190.422986890424, 4, 11, 7.67175515306815, 2013-05-30
16, "josemurc"-"0", 17667, 185.138176923622, 89, 193.864422978444, -1, 0, 0, 2013-04-07
17, "y2kjbk"-"0", 46594, 184.868156448803, 69, 184.868156448803, 8, 4, 17.6930032034653, 2013-05-22
18, "Nesser"-"0", 43358, 183.459961190328, 128, 184.695076577412, -1, 4, 1.50603775404014, 2013-05-30
19, "thatwasawkward"-"0", 23496, 180.421315693217, 172, 194.404684586509, -1, 0, 0, 2013-03-02
20, "Z3r0"-"0", 48815, 173.020897158955, 76, 173.641043743754, 2, 0, 0, 2013-04-23
21, "Azogar"-"1", 3149, 170.618228108547, 14, 170.618228108547, 2, 0, 0, 2012-12-26
22, "ava2790"-"0", 7135, 170.275298000245, 263, 175.246578492166, 8, 3, 10.8539231155584, 2013-05-22
23, "achillies27"-"0", 34802, 168.767040800246, 170, 192.285814557783, 1, 2, -0.34743620449396, 2013-05-19
24, "Venomous Sheep"-"0", 21717, 166.812773779634, 64, 169.313103915704, 2, 0, 0, 2013-02-08
25, "josunice"-"0", 27863, 166.214114041738, 43, 166.214114041738, 4, 5, 5.05154096192919, 2013-05-31
26, "orion901"-"0", 32930, 165.030184227973, 29, 169.668378293635, 1, 0, 0, 2013-04-16
27, "NigeeBaby"-"0", 40995, 164.063649265467, 515, 184.518057336371, -7, 27, -12.2648791259922, 2013-05-31
28, "stephan"-"0", 10260, 163.129766494275, 504, 175.687330404962, 0, 1, 1.8554012417099, 2013-05-27
29, "kostas71"-"0", 11917, 159.581524438363, 163, 159.581524438363, 16, 3, 12.5045783366738, 2013-05-19
30, "zultar"-"0", 33599, 159.387540412886, 42, 159.387540412886, 1, 0, 0, 2013-04-01
31, "indianajones"-"0", 25159, 158.726236079383, 158, 170.42007195367, 1, 0, 0, 2013-03-16
32, "rdrivera2005"-"0", 16691, 158.275412336765, 52, 161.070538210754, 36, 7, 24.4796875061065, 2013-05-26
33, "justinnhoo"-"0", 23444, 158.259801121293, 116, 169.630657087266, Re-Entry, Re-Entry, Re-Entry, 2013-05-12
34, "tektelmektel"-"0", 22595, 157.956331656635, 206, 160.245553854557, 19, 17, 17.8350475000996, 2013-05-30
35, "EmmaGoldwoman"-"0", 28055, 157.527652021772, 71, 165.149363459602, -2, 0, 0, 2012-12-26
36, "anlari"-"0", 964, 156.092716921, 34, 156.092716921, 1, 2, 3.64124830380007, 2013-05-29
37, "Andruha"-"0", 34770, 155.443511819976, 59, 157.481136467921, -3, 2, -0.959463401806971, 2013-05-23
38, "Troodonte"-"0", 12416, 154.908152012212, 97, 166.860466196029, -3, 0, 0, 2013-01-02
39, "Skittles"-"0", 39882, 153.448927297453, 65, 155.672824794518, -3, 0, 0, 2012-12-15
40, "DILK"-"0", 34961, 152.620011803049, 92, 165.503408934353, Re-Entry, Re-Entry, Re-Entry, 2013-05-30
41, "sirKristof"-"1", 12733, 150.194973767701, 52, 154.445066329026, -3, 1, -2.04373447091069, 2013-05-01
42, "KalelChase"-"0", 30452, 149.941813024791, 54, 163.741987951729, -2, 0, 0, 2013-04-09
43, "bagatur"-"0", 48129, 149.715841330894, 20, 160.758449383809, 152, 11, 36.7967056206198, 2013-05-26
44, "uclabb"-"0", 5775, 149.327734677767, 40, 149.327734677767, -2, 0, 0, 2012-12-31
45, "undercover"-"0", 32279, 149.05296385121, 50, 155.016593730843, -2, 0, 0, 2013-01-15
46, "SohDjinn"-"0", 17679, 148.851226221858, 200, 167.52561069185, 1, 7, 2.87738772579291, 2013-05-31
47, "Jredwood"-"0", 22540, 148.029276070783, 38, 148.17103818529, -3, 0, 0, 2013-01-09
48, "Strauss"-"0", 48922, 147.065536562883, 192, 172.390160011493, 4, 82, 6.57355454097956, 2013-05-31
49, "frenchtourist"-"0", 18901, 146.765919008603, 52, 153.247174967124, -3, 0, 0, 2013-04-22
50, "Pedagog"-"0", 11529, 145.859913087722, 14, 145.859913087722, 15, 1, 11.4726002228317, 2013-05-20
51, "Danaman"-"0", 15460, 145.106982142191, 93, 149.955611626244, -3, 0, 0, 2012-12-06
52, "trip"-"0", 11231, 144.116479843931, 93, 145.463134082603, -1, 1, 2.66842008491648, 2013-05-29
53, "Stressedlines"-"0", 38459, 144.028155311542, 169, 163.112286671218, -14, 6, -7.67678062319888, 2013-05-31
54, "Your Humble Narrator"-"0", 38075, 143.542378943237, 35, 152.046328178472, -13, 3, -6.33185883268479, 2013-05-22
55, "Tyran"-"0", 45146, 142.59937754886, 80, 142.59937754886, 9, 5, 8.11748984577042, 2013-05-25
56, "omok"-"0", 10985, 140.908279169406, 34, 140.908279169406, 0, 2, 1.67473848823627, 2013-05-26
57, "tottesven"-"0", 39288, 139.717995148047, 119, 142.231598328249, -7, 8, -2.26251430367608, 2013-05-31
