Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,CptMike,79656,322.35222551970344,69,358.58149072134296,227.0120539364417,1,37,25.441984893127483,2017-02-28
2,xorxes,42435,314.5519671193986,50,286.7976477631076,336.358932327913,12,45,137.3618460510146,2017-02-28
3,Djantani,83442,285.6223618136178,40,285.6223618136178,None,-2,6,-25.502027350598723,2017-02-27
4,ghug,37168,265.86464351047675,30,285.12573845265604,220.9220886453917,0,3,24.240873188831443,2017-02-03
5,Peregrine Falcon,51170,265.84158730377317,24,287.1965301928279,159.06687285849966,0,6,27.418757650173205,2017-02-27
6,cspieker,41816,254.42360159855866,67,283.0742303254099,228.2287410482947,3,25,59.82515303214356,2017-02-28
7,Ezio,81514,253.10854240948416,55,239.56991819794968,276.8011347796695,-4,11,-19.47214483919251,2017-02-18
8,svkrIs,83933,239.30463273206664,83,256.99808029446604,187.06683516688744,161,67,138.17950238996934,2017-02-28
9,Balki Bartokomous,70552,227.55787232445167,43,227.55787232445167,None,-1,1,10.11275235000602,2017-02-05
10,KangtheConquerer,72696,213.42201037845817,130,245.556822762483,179.24689244624125,-4,74,-20.222854176702867,2017-02-28
11,genghiz,64274,213.08100279174465,9,213.08100279174465,None,4,2,38.54037951299691,2017-02-27
12,WardenDresden,36385,198.22588009602396,12,198.22588009602396,None,7,5,34.81861547806179,2017-02-25
13,goldfinger0303,28372,194.9902492893315,12,213.71405530258204,101.37121922307897,8,3,38.968058083306715,2017-02-13
14,zultar,33599,193.7246370495262,14,209.87926737676037,96.7968550861213,33,7,64.60824261148781,2017-02-24
15,brkyzgn,68900,189.88818675837157,33,235.8313585715615,109.48763608528915,24,14,56.3149096078553,2017-02-26
16,Merirosvo,20200,189.3951914706663,6,189.3951914706663,None,-4,0,0.0,2017-01-24
17,slypups,81525,183.1076233141721,15,191.3047042968605,129.82659692669756,6,10,30.900163950396262,2017-02-12
18,principians,28666,182.71102252002132,16,212.74129388910305,132.6605702382184,-7,1,-7.998339296266408,2017-02-12
19,yassem,41088,179.9647727295421,61,139.54067278933826,224.570676111836,336,47,103.34646747298306,2017-02-22
20,Devonian,24341,175.35293920186692,13,188.46355923235973,103.24452903415632,-7,1,-13.441136411642333,2017-02-02
