Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "Dejan0707"-"0", 24139, 393.909577573779, 18, 393.909577573779, 1, 1, 41.8279780369216, 2012-03-26
2, "MadMarx"-"0", 5210, 384.163428004442, 71, 510.968140961031, -1, 1, -23.2826320002692, 2012-03-29
3, "Babak"-"0", 11051, 325.842074241637, 85, 360.847535764748, 0, 0, 0, 2012-02-26
4, "TheWizard"-"0", 10873, 303.649939166461, 47, 333.153434278379, 1, 1, 42.9711272700221, 2012-03-13
5, "martinck1"-"0", 19489, 284.092607970158, 26, 284.092607970158, -1, 0, 0, 2012-02-24
6, "Tom Bombadil"-"0", 25560, 254.873040631277, 22, 255.188658313345, 1, 0, 0, 2012-01-27
7, "rdrivera2005"-"0", 16691, 242.43184248627, 52, 263.823296054411, -1, 2, -17.4521929325855, 2012-03-26
8, "dave bishop"-"0", 18322, 210.069669657862, 15, 210.069669657862, Re-Entry, Re-Entry, Re-Entry, 2012-03-15
9, "shadowbanana"-"1", 39463, 206.670753852561, 4, 206.670753852561, 0, 0, 0, 2011-11-14
10, "Perry6006"-"0", 17783, 206.632029251758, 95, 293.982592180678, 0, 0, 0, 2012-01-17
11, "Darwyn"-"0", 3410, 206.365860455312, 24, 207.301739971689, 0, 0, 0, 2011-12-21
12, "Puma"-"0", 18119, 205.997275525134, 14, 231.50890084756, 0, 0, 0, 2011-12-24
13, "Crazyter"-"0", 15679, 202.632604494092, 49, 329.575407713702, 0, 0, 0, 2012-02-25
14, "Agent K"-"1", 22472, 200.476511200445, 9, 204.303161520188, 0, 0, 0, 2011-12-17
15, "millerso"-"0", 20243, 199.647813411079, 3, 199.647813411079, 0, 0, 0, 2012-02-17
16, "stratagos"-"0", 8290, 197.696704906798, 46, 235.806125835517, 3, 0, 0, 2012-02-18
17, "basvanopheusden"-"0", 26517, 197.354275523943, 7, 197.354275523943, 3, 0, 0, 2011-12-21
18, "Danaman"-"0", 15460, 196.809201974782, 10, 208.737032397496, 3, 0, 0, 2012-02-26
19, "Jacob"-"0", 9013, 191.117899430723, 19, 224.408351429664, 4, 0, 0, 2012-01-17
20, "WarLegend"-"0", 37569, 189.472421929432, 9, 198.365366029703, 4, 0, 0, 2012-02-27
21, "The Hanged Man"-"0", 16970, 187.645299495022, 12, 199.017741888659, -4, 1, -11.3724423936377, 2012-03-13
22, "President Eden"-"0", 25958, 183.441949457969, 35, 237.498498466768, 9, 1, 4.75701740712435, 2012-03-24
23, "LanGaidin"-"0", 12510, 183.27358928658, 58, 224.535361301427, 2, 0, 0, 2012-01-24
