Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "MadMarx"-"0", 5210, 382.07591154122, 53, 382.07591154122, 0, 3, 15.179978612851, 2010-11-25
2, "Silver Wolf"-"0", 7150, 296.02173433509, 37, 398.996849843562, 0, 1, -17.9407111718236, 2010-11-19
3, "Crazyter"-"0", 15679, 258.567490378114, 29, 277.814807550518, 0, 3, -19.2473171724043, 2010-11-27
4, "Babak"-"0", 11051, 256.61768867042, 64, 273.484384907672, 0, 2, -8.98288392576956, 2010-11-12
5, "djbent"-"0", 11891, 247.283674258228, 39, 343.882995145273, 0, 1, -14.9868893489835, 2010-11-14
6, "Akroma"-"0", 8566, 238.205359927899, 8, 238.205359927899, 0, 0, 0, 2010-10-27
7, "TheWizard"-"0", 10873, 235.485986990052, 30, 235.485986990052, 2, 2, 12.3746022494375, 2010-11-14
8, "Laoban"-"0", 10545, 234.051717443724, 24, 234.051717443724, 23, 1, 60.094532743935, 2010-11-12
9, "Puma"-"0", 18119, 231.50890084756, 6, 231.50890084756, -2, 1, 2.11807197454726, 2010-11-22
10, "Braveheart"-"0", 4010, 228.046785356266, 28, 248.929265487895, Re-Entry, Re-Entry, Re-Entry, 2010-11-12
11, "Perry6006"-"0", 17783, 226.441465176261, 65, 274.237239209635, -3, 0, 0, 2010-10-14
12, "martinck1"-"0", 19489, 221.671459861626, 11, 221.671459861626, -2, 0, 0, 2010-10-01
13, "rdrivera2005"-"0", 16691, 214.51197274276, 26, 214.51197274276, 2, 2, 9.90960680360891, 2010-11-28
14, "Ebay"-"0", 25953, 211.397021380062, 8, 211.397021380062, 2, 2, 6.90996912397301, 2010-11-30
15, "Pantalone"-"0", 10190, 208.696739859165, 15, 208.696739859165, -1, 0, 0, 2010-10-14
16, "stratagos"-"0", 8290, 205.792865858616, 41, 235.806125835517, -5, 1, -12.4722949005222, 2010-11-27
