Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,542.8154108853917,239,571.8848614029243,489.1753533828016,0,0,0.0,2019-06-10
2,RoganJosh,54642,523.9896842379374,112,589.8807713672742,306.0422421947462,0,0,0.0,2019-05-16
3,Theoneandonly,99646,506.4644107928596,281,522.7165746524381,468.9888329519494,0,10,22.56638665890415,2019-10-24
4,quarryman,44661,479.21928598950063,261,554.169449478436,228.1362383015669,0,2,-1.9397234114170487,2019-10-26
5,CptMike,79656,456.2180382845739,578,521.2650099518452,352.66792643757265,0,0,0.0,2019-08-21
6,MadMarx,5210,449.10462326432406,114,471.0794690085632,384.69559263465754,0,0,0.0,2019-06-10
7,Bob Al Hubob,55540,426.54499946954854,378,468.426066852964,329.5572644763759,2,2,6.478189716071427,2019-10-22
8,90kicvesb,103248,411.84640902139853,127,426.8465877740648,385.43305078300796,0,2,-9.120397966686369,2019-10-30
9,brkyzgn,68900,393.33475207765855,285,453.57785429267886,312.846017151033,1,0,0.0,2019-05-16
10,mhsmith0,75803,383.24355051176747,130,433.04807871634057,298.16081482895515,1,0,0.0,2019-07-25
11,Peregrine Falcon,51170,377.2761057553808,80,388.7608022236377,159.06687285849966,1,0,0.0,2019-06-22
12,dipperjay,94938,353.23973018569257,119,373.9604556556882,326.54187236858286,3,0,0.0,2019-06-11
13,michaelf77,62430,350.2003841963851,527,355.6003079041106,342.2399332845268,1,2,-12.660315572060142,2019-10-07
14,Nealkochhar,83727,350.1401675529439,1248,359.63698950581613,336.75661537997735,2,0,0.0,2019-08-17
15,badivan1,90932,347.4810322538508,151,351.04745047399666,339.82809315645443,4,4,12.22163926009091,2019-10-15
16,captainmeme,41379,346.8087512516467,56,350.9751056114587,117.65926146198677,1,0,0.0,2019-07-25
17,breaca,62512,337.71677700529034,262,294.50480630835096,388.850942330002,1,0,0.0,2019-09-13
18,Foxcastle,92993,323.5720628011527,192,338.18625445839376,253.15823027080933,3,0,0.0,2019-09-26
19,Roadhog,80549,310.07285322630827,1302,282.39775990397413,346.28600725446887,6,20,28.411520708741705,2019-10-30
20,swordsman3003,36106,307.35072002595774,108,325.74794269593065,263.657316184772,New Entry,New Entry,New Entry,2019-10-28
21,whaskell,41053,303.1227722828379,455,263.0835041949307,390.4811753837262,-1,3,-21.90299890109611,2019-10-11
22,Ezio,81514,297.19415727667393,185,286.2848578277483,311.2011590382575,1,0,0.0,2019-08-04
23,stranger,41240,294.53949360347605,170,311.63067767207036,130.0368469432559,1,0,0.0,2019-07-12
24,VillageIdiot,44663,261.09600699614623,28,283.0201306942296,129.5512648076463,New Entry,New Entry,New Entry,2019-10-26
25,SpaceDip,71674,255.37229656806562,297,264.6749980747514,178.33429971582393,2,0,0.0,2019-06-17
26,mokkacreme,92870,254.74664577758614,122,306.28662352223336,180.52907782529417,2,1,3.296960670750991,2019-10-19
27,nguyenmt,98662,247.49510036239784,93,276.0773990686708,204.23540502317385,2,0,0.0,2019-08-18
28,teccles,106157,247.19784112554268,43,268.1645358524967,193.033879747578,2,0,0.0,2019-08-26
