Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,CptMike,79656,359.95521980558124,111,428.73321093909055,237.87428554360213,0,43,34.38394809933379,2017-03-31
2,xorxes,42435,344.3646455408838,64,350.59131137319446,336.358932327913,0,15,32.86301689933572,2017-03-22
3,svkrIs,83933,321.78681802320045,122,360.5948015625902,163.3208852373592,5,39,82.48218529113382,2017-03-31
4,Nealkochhar,83727,306.28073663978074,223,318.8982810040035,281.8757495142446,35,73,154.27190189687693,2017-03-31
5,cspieker,41816,282.556614522572,75,283.53629593009254,281.6522932233222,2,9,34.00259072646449,2017-03-28
6,Peregrine Falcon,51170,275.10156513295516,34,290.5728574362159,159.06687285849966,-1,10,9.259977829181992,2017-03-28
7,ghug,37168,271.578493664859,33,290.57464554715926,220.9220886453917,-3,3,5.713850154382271,2017-03-28
8,Djantani,83442,266.32942067661537,41,266.32942067661537,None,-5,1,-19.2929411370024,2017-03-06
9,Ezio,81514,259.7145034698677,56,239.56991819794968,293.2888122563977,-3,1,6.605961060383521,2017-03-11
10,goldfinger0303,28372,248.03724127868955,16,268.9895301437768,101.37121922307897,2,4,53.04699198935805,2017-03-23
11,genghiz,64274,241.1744272027338,12,241.1744272027338,None,-1,3,28.093424410989144,2017-03-20
12,Balki Bartokomous,70552,237.78414298950108,46,237.78414298950108,None,-3,3,10.226270665049412,2017-03-30
13,brkyzgn,68900,229.3089519243358,50,268.40385880171203,186.95613614051152,2,17,39.42076516596421,2017-03-31
14,KangtheConquerer,72696,224.63473526267194,167,253.8041493370932,192.91299745673882,0,42,32.16953143766253,2017-03-31
15,zultar,33599,204.42342290455446,15,220.98135641508262,96.7968550861213,-2,1,10.698785855028262,2017-03-18
16,michaelf77,62430,203.17443326059603,121,162.68360633290933,217.12127364679927,21,70,48.95768903711914,2017-03-31
17,stranger,41240,192.80999363716109,32,206.6405598843536,132.87753989932685,320,31,107.95659478379967,2017-03-30
18,bozotheclown,11401,190.85908268138905,17,198.89523658066327,164.7415825087479,33,8,56.172264119530325,2017-03-30
19,Merirosvo,20200,189.3951914706663,6,189.3951914706663,None,-3,0,0.0,2017-01-25
20,Jeff Kuta,63124,189.2447918845666,75,211.39694454753194,157.8030268145513,2,9,14.303043490769824,2017-03-18
21,peaceinourtime,53717,187.44720960070342,249,150.45506703735202,218.1833280540763,7,17,20.81438635829616,2017-03-09
22,VillageIdiot,44663,183.35854652452574,10,204.70477108285206,97.97364829122044,2,1,11.566415920145431,2017-03-05
23,principians,28666,182.71102252002132,16,212.74129388910305,132.6605702382184,-5,0,0.0,2017-02-13
24,GeorgeChachkes,67473,181.2174032860455,5,None,181.2174032860455,New Entry,New Entry,New Entry,2017-03-19
25,yassem,41088,179.9647727295421,61,139.54067278933826,224.570676111836,-6,0,0.0,2017-02-23
26,captainmeme,41379,177.71659423206066,12,183.17635175661283,117.65926146198677,-1,2,6.101247828917906,2017-03-11
27,Devonian,24341,175.35293920186692,13,188.46355923235973,103.24452903415632,-6,0,0.0,2017-02-03
28,QuackkAttackk,82845,173.01671276273922,12,178.20005028662462,116.0,-5,0,0.0,2017-01-29
29,WardenDresden,36385,169.0475844036507,14,169.0475844036507,None,-18,2,-29.17829569237327,2017-03-06
30,Wadatumi,83311,168.01220707552244,42,168.59147450827427,167.23985049851996,-3,2,-0.8720095977611493,2017-03-23
31,slypups,81525,164.77065581791527,18,169.1386631793175,129.82659692669756,-14,3,-18.33696749625682,2017-03-20
32,SplitDiplomat,36887,164.68008711719844,28,196.61417182412427,68.87783299642095,11,4,21.034978096529073,2017-03-25
33,Zybodia,22224,164.43176278303736,10,164.43176278303736,None,61,5,47.06025532178042,2017-03-30
34,SantaClausowitz,2497,163.92433890215048,36,165.1417929642873,121.313446727362,-4,0,0.0,2017-02-21
35,Vallk,56746,163.84733985707805,41,192.035642544394,114.98761519906368,1,4,9.410926932764397,2017-03-29
36,foraccio,31787,163.46637177150006,35,102.87557527396278,181.41920036336293,New Entry,New Entry,New Entry,2017-03-28
37,MarcosAzevedo,83236,163.34604691165637,20,117.06937238939642,201.2087806116872,-3,1,8.663792340714963,2017-03-02
38,AlexNesta,19901,162.3228521604183,11,169.20888434936188,131.33570731017224,8,4,22.716874777846698,2017-03-31
39,Hapapop,63771,160.95960876886735,21,146.58758005894865,169.80393412881736,1,6,8.96377051871886,2017-03-11
40,MrcsAurelius,37025,159.99618711262934,14,159.99618711262934,None,-2,4,7.315014296074139,2017-03-28
41,ThorondorNL,81761,159.674729883504,22,159.674729883504,None,14,5,26.414740487774026,2017-03-24
42,Cptn.bigcox,83745,159.5008931794149,12,144.28427118960587,170.36990888642134,22,4,28.74290612344811,2017-03-08
43,bwtcf,84058,158.33446046310868,19,134.57935866419737,172.1916031791403,143,11,52.65788566839345,2017-03-30
44,breaca,62512,157.81162105718667,18,157.81162105718667,None,-12,0,0.0,2017-01-17
45,Matticus13,76139,157.54395360729842,11,157.54395360729842,None,-1,1,14.027555952385853,2017-03-01
46,mscott,29159,152.7262304651963,7,152.7262304651963,None,41,3,33.73464328815099,2017-03-22
