Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "raapers"-"0", 21258, 396.687367767576, 111, 413.335095873013, 0, 12, 36.8205248317759, 2010-05-31
2, "fetteper"-"0", 19520, 340.570420423268, 66, 350.587197494541, 0, 0, 0, 2010-01-24
3, "dave bishop"-"0", 18322, 331.895421838692, 32, 357.111894380674, 0, 0, 0, 2010-01-24
4, "Barn3tt"-"0", 20728, 312.836083354124, 239, 319.647220809898, 0, 21, 31.4335026621516, 2010-05-25
5, "ottovanbis"-"1", 14920, 278.398553753534, 56, 281.444383438489, 0, 0, 0, 2010-04-26
6, "Bearnstien"-"1", 17706, 276.358782112253, 15, 276.358782112253, 0, 0, 0, 2009-12-02
7, "5nk"-"1", 22503, 264.559234858264, 169, 272.891718478372, 0, 1, -3.83419180954007, 2010-05-04
8, "Noob179"-"0", 19657, 261.414815103022, 43, 261.414815103022, 4, 5, 30.3580138780495, 2010-05-29
9, "`ZaZaMaRaNDaBo`"-"0", 16392, 255.039271024894, 48, 255.039271024894, 17, 6, 54.7089526905908, 2010-05-28
10, "DerekHarland"-"0", 18579, 252.425166518416, 54, 289.978593623672, -2, 0, 0, 2010-03-22
11, "Gre913"-"0", 2803, 248.98489895412, 48, 275.465566013077, -2, 0, 0, 2010-03-28
12, "Sendler"-"0", 12846, 240.311784048572, 44, 262.421688131541, -2, 0, 0, 2010-04-02
13, "notoriousmjf"-"1", 19366, 232.089762495302, 33, 232.089762495302, -2, 0, 0, 2010-01-14
14, "Ironman"-"1", 18493, 228.229700167916, 15, 235.20761655367, -1, 0, 0, 2009-12-16
15, "masterninja"-"1", 19730, 226.486306781086, 31, 226.486306781086, -1, 0, 0, 2009-12-11
16, "SEcki"-"0", 18993, 224.845459575015, 71, 262.173083619681, 0, 0, 0, 2010-02-20
17, "uclabb"-"0", 5775, 223.620862455903, 7, 223.620862455903, 6, 1, 13.6166404529212, 2010-05-02
18, "Jredwood"-"0", 22540, 223.068394070587, 32, 226.796559298705, -3, 1, -3.23287527638533, 2010-05-29
19, "Azralynn"-"0", 22145, 220.138281102127, 50, 226.565338668436, -2, 0, 0, 2010-04-15
20, "Azogar"-"1", 3149, 218.342219236449, 20, 218.342219236449, 5, 2, 15.8421691629395, 2010-05-14
21, "Dudlajz"-"0", 18554, 217.671425374847, 26, 218.707234283229, -3, 0, 0, 2009-12-09
22, "jireland20"-"1", 17396, 215.698009911246, 52, 215.698009911246, -2, 0, 0, 2010-04-02
23, "Raptor"-"1", 24001, 212.006143228435, 52, 215.078696028847, -2, 0, 0, 2010-04-03
24, "Serioussham"-"0", 16966, 206.22257837639, 27, 210.299768885465, 0, 0, 0, 2010-04-23
25, "snafuthai"-"0", 23978, 205.144229321002, 48, 225.91812543844, -3, 3, -6.37085357891542, 2010-05-26
26, "Gary"-"0", 7014, 203.187755579688, 59, 222.291312636721, -7, 3, -13.5207456317199, 2010-05-11
27, "DK7"-"1", 24219, 201.847030874675, 35, 204.772350162714, 181, 8, 82.4714683641941, 2010-05-31
28, "Gobba"-"0", 21431, 201.094553448436, 179, 224.983273025779, 10, 11, 25.9505214859009, 2010-05-27
29, "The Czech"-"0", 17724, 193.908737290979, 102, 193.908737290979, 16, 26, 29.7186381411354, 2010-05-31
30, "mel1980"-"1", 21348, 193.056464270786, 61, 196.707915909832, -3, 0, 0, 2010-04-04
31, "Octavious"-"0", 23277, 192.944030959525, 23, 192.944030959525, 5, 7, 16.2600753060165, 2010-05-18
32, "Amon Savag"-"0", 25189, 192.320086844028, 11, 203.228210353644, -1, 4, 4.83702268354659, 2010-05-16
33, "Patyrsun"-"1", 20789, 189.024540918952, 35, 209.733299693061, -4, 0, 0, 2010-03-28
34, "Estonian"-"0", 20990, 188.895537152469, 9, 188.895537152469, -4, 0, 0, 2010-02-06
35, "mcorr"-"0", 25093, 187.421614476001, 44, 187.421614476001, 48, 30, 45.262985809379, 2010-05-29
36, "Cunning Fox"-"0", 24490, 187.328501002679, 13, 189.72983408241, -8, 1, -2.40133307973119, 2010-05-02
37, "KaiserWilly"-"0", 24257, 184.093856368915, 32, 184.093856368915, 37, 2, 37.418255103058, 2010-05-01
38, "Voice"-"0", 25201, 183.933970413689, 25, 194.090230567529, 189, 18, 66.5361183257656, 2010-05-30
39, "moses"-"0", 21790, 183.585862361059, 59, 194.909719844114, 12, 12, 23.9197885527551, 2010-05-30
40, "jcbryan97"-"0", 20896, 182.312909796634, 83, 182.312909796634, 1, 6, 12.6575086815559, 2010-05-31
41, "V+"-"0", 10008, 182.206171790069, 55, 185.531019175811, -2, 9, 8.32021293051611, 2010-05-25
42, "Stupendous Man"-"1", 20970, 181.599729643414, 11, 192.903139615913, -9, 0, 0, 2010-01-19
43, "azzaron"-"0", 6286, 181.341067884842, 12, 181.341067884842, -9, 0, 0, 2010-03-19
44, "jmeyersd"-"0", 21355, 179.424405295276, 114, 219.912502070087, -12, 21, -2.93146805085738, 2010-05-31
45, "Jakooli"-"0", 19670, 177.754953051767, 27, 190.069159321776, -10, 0, 0, 2010-01-17
