Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "caranim"-"0", 17520, 107.731092436975, 2, 107.731092436975, New Entry, New Entry, New Entry, 2009-09-30
2, "Stukus"-"0", 14373, 103.865546218487, 1, 103.865546218487, New Entry, New Entry, New Entry, 2009-09-30
3, "Snorri"-"0", 15681, 102.100840336134, 1, 102.100840336134, New Entry, New Entry, New Entry, 2009-09-30
4, "RussianSteamRoller"-"0", 18831, 98.8655462184874, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
5, "Nupogodi"-"0", 18893, 98.8655462184874, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
6, "mark999"-"0", 402, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
7, "airborne"-"0", 10862, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
8, "Tantris"-"0", 16909, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
9, "tilMletokill"-"0", 17061, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
10, "WeekEnd_Warrior"-"0", 18848, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
11, "Cecil Lizard"-"0", 18884, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
12, "turt7"-"0", 18887, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
13, "jc"-"0", 19515, 98.5714285714286, 1, 100, New Entry, New Entry, New Entry, 2009-09-30
